BPC,CCR,Report_Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Administrative_Closure,Allegation,Finding,ofcrRace,ofcrSex,ObjectId
18-751,70208,2018/09/10 00:00:00+00,Online,26,Unknown,Male,2019/01/02 00:00:00+00,UNKNOWN COMMAND,,Procedure,Unfounded,Unknown,Unknown,11499
18-751,70208,2018/09/10 00:00:00+00,Online,26,Unknown,Male,2019/01/02 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11500
18-750,70207,2018/09/10 00:00:00+00,Online,41,Black,Female,2018/12/11 00:00:00+00,COMMUNICATIONS OPERATIONS,,Service,No Charge,Black,Male,11501
18-750,70207,2018/09/10 00:00:00+00,Online,41,Black,Female,2018/12/11 00:00:00+00,COMMUNICATIONS OPERATIONS,,Procedure,No Charge,Black,Male,11502
18-750,70207,2018/09/10 00:00:00+00,Online,41,Black,Female,2018/12/11 00:00:00+00,COMMUNICATIONS OPERATIONS,,Demeanor,Inconclusive,Black,Male,11503
18-750,70207,2018/09/10 00:00:00+00,Online,41,Black,Female,2018/12/11 00:00:00+00,8TH PRECINCT,,Service,No Charge,White,Male,11504
18-750,70207,2018/09/10 00:00:00+00,Online,41,Black,Female,2018/12/11 00:00:00+00,8TH PRECINCT,,Service,No Charge,White,Male,11505
18-750,70207,2018/09/10 00:00:00+00,Online,41,Black,Female,2018/12/11 00:00:00+00,8TH PRECINCT,,Service,Inconclusive,Black,Male,11506
18-750,70207,2018/09/10 00:00:00+00,Online,41,Black,Female,2018/12/11 00:00:00+00,8TH PRECINCT,,Procedure,No Charge,White,Male,11507
18-750,70207,2018/09/10 00:00:00+00,Online,41,Black,Female,2018/12/11 00:00:00+00,8TH PRECINCT,,Procedure,No Charge,White,Male,11508
18-750,70207,2018/09/10 00:00:00+00,Online,41,Black,Female,2018/12/11 00:00:00+00,8TH PRECINCT,,Procedure,No Charge,Black,Male,11509
18-750,70207,2018/09/10 00:00:00+00,Online,41,Black,Female,2018/12/11 00:00:00+00,8TH PRECINCT,,Demeanor,No Charge,White,Male,11510
18-750,70207,2018/09/10 00:00:00+00,Online,41,Black,Female,2018/12/11 00:00:00+00,8TH PRECINCT,,Demeanor,No Charge,White,Male,11511
18-750,70207,2018/09/10 00:00:00+00,Online,41,Black,Female,2018/12/11 00:00:00+00,8TH PRECINCT,,Demeanor,No Charge,Black,Male,11512
18-749,70206,2018/09/10 00:00:00+00,Telephone (or TDD),51,Black,Male,2019/01/23 00:00:00+00,2ND PRECINCT,,Procedure,Unfounded,Black,Male,11513
18-749,70206,2018/09/10 00:00:00+00,Telephone (or TDD),51,Black,Male,2019/01/23 00:00:00+00,2ND PRECINCT,,Procedure,Unfounded,Asian,Male,11514
18-749,70206,2018/09/10 00:00:00+00,Telephone (or TDD),51,Black,Male,2019/01/23 00:00:00+00,2ND PRECINCT,,Procedure,Sustained,Black,Male,11515
18-749,70206,2018/09/10 00:00:00+00,Telephone (or TDD),51,Black,Male,2019/01/23 00:00:00+00,2ND PRECINCT,,Procedure,Sustained,Asian,Male,11516
18-749,70206,2018/09/10 00:00:00+00,Telephone (or TDD),51,Black,Male,2019/01/23 00:00:00+00,2ND PRECINCT,,Force,Unfounded,Black,Male,11517
18-749,70206,2018/09/10 00:00:00+00,Telephone (or TDD),51,Black,Male,2019/01/23 00:00:00+00,2ND PRECINCT,,Demeanor,Sustained,Asian,Male,11518
18-748,70205,2018/09/10 00:00:00+00,Walk In,67,Black,Male,2018/09/13 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Service,Admin. Closure,Unknown,Unknown,11519
18-755,70212,2018/09/11 00:00:00+00,Walk In,23,Black,Male,2018/12/05 00:00:00+00,6TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,11520
18-754,70211,2018/09/11 00:00:00+00,Telephone (or TDD),37,Black,Male,2018/10/25 00:00:00+00,UNKNOWN COMMAND,Transferred,Demeanor,Admin. Closure,Unknown,Unknown,11521
18-753,70210,2018/09/11 00:00:00+00,Walk In,14,Black,Female,2018/12/19 00:00:00+00,5TH PRECINCT,,Force,Inconclusive,White,Female,11522
18-729,70186,2018/09/03 00:00:00+00,Walk In,49,Black,Male,2018/11/14 00:00:00+00,8TH PRECINCT,,Demeanor,Inconclusive,Black,Female,11523
18-717,70174,2018/08/28 00:00:00+00,Walk In,30,Black,Male,2018/11/27 00:00:00+00,UNKNOWN COMMAND,,Search,No Charge,Unknown,Unknown,11524
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),21,Black,Female,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Force,Inconclusive,Black,Male,11525
18-717,70174,2018/08/28 00:00:00+00,Walk In,30,Black,Male,2018/11/27 00:00:00+00,UNKNOWN COMMAND,,Property,No Charge,Unknown,Unknown,11526
18-717,70174,2018/08/28 00:00:00+00,Walk In,30,Black,Male,2018/11/27 00:00:00+00,12TH PRECINCT,,Search,Sustained,Black,Male,11527
18-717,70174,2018/08/28 00:00:00+00,Walk In,30,Black,Male,2018/11/27 00:00:00+00,12TH PRECINCT,,Search,Sustained,White,Male,11528
18-717,70174,2018/08/28 00:00:00+00,Walk In,30,Black,Male,2018/11/27 00:00:00+00,12TH PRECINCT,,Search,Sustained,Hispanic,Male,11529
18-717,70174,2018/08/28 00:00:00+00,Walk In,30,Black,Male,2018/11/27 00:00:00+00,12TH PRECINCT,,Search,Sustained,Black,Male,11530
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),21,Black,Female,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Sustained,White,Male,11531
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),21,Black,Female,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Inconclusive,White,Male,11532
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),21,Black,Female,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Inconclusive,Black,Male,11533
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/11/21 00:00:00+00,UNKNOWN COMMAND,,Search,No Charge,Unknown,Unknown,11534
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/11/21 00:00:00+00,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown,11535
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/11/21 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11536
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,Black,Male,11537
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Force,Inconclusive,White,Male,11538
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Force,Inconclusive,Black,Male,11539
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Sustained,White,Male,11540
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Inconclusive,White,Male,11541
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),20,Black,Male,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Inconclusive,Black,Male,11542
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),22,Black,Male,2018/11/21 00:00:00+00,UNKNOWN COMMAND,,Search,No Charge,Unknown,Unknown,11543
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),22,Black,Male,2018/11/21 00:00:00+00,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown,11544
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),22,Black,Male,2018/11/21 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11545
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),22,Black,Male,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,Black,Male,11546
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),22,Black,Male,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Force,Inconclusive,White,Male,11547
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),22,Black,Male,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Force,Inconclusive,Black,Male,11548
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),22,Black,Male,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Sustained,White,Male,11549
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),22,Black,Male,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Inconclusive,White,Male,11550
18-669,70123,2018/08/13 00:00:00+00,Telephone (or TDD),22,Black,Male,2018/11/21 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Inconclusive,Black,Male,11551
18-668,70122,2018/08/13 00:00:00+00,Telephone (or TDD),32,Black,Male,2018/08/24 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11552
18-668,70122,2018/08/13 00:00:00+00,Telephone (or TDD),32,Black,Male,2018/08/24 00:00:00+00,11TH PRECINCT,,Procedure,Unfounded,Black,Male,11553
18-668,70122,2018/08/13 00:00:00+00,Telephone (or TDD),32,Black,Male,2018/08/24 00:00:00+00,11TH PRECINCT,,Procedure,Exonerated,Black,Male,11554
18-668,70122,2018/08/13 00:00:00+00,Telephone (or TDD),32,Black,Male,2018/08/24 00:00:00+00,11TH PRECINCT,,Demeanor,Unfounded,Black,Male,11555
18-667,70121,2018/08/13 00:00:00+00,Walk In,69,Black,Male,2018/08/20 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Property,Admin. Closure,Unknown,Unknown,11556
18-666,70120,2018/08/13 00:00:00+00,Telephone (or TDD),55,Unknown,Female,2018/11/21 00:00:00+00,UNKNOWN COMMAND,Admin.close/Inadequate Service,Service,No Charge,Unknown,Unknown,11557
18-666,70120,2018/08/13 00:00:00+00,Telephone (or TDD),55,Unknown,Female,2018/11/21 00:00:00+00,COMMUNICATIONS OPERATIONS,Admin.close/Inadequate Service,Service,Admin. Closure,Unknown,Unknown,11558
18-665,70119,2018/08/13 00:00:00+00,Telephone (or TDD),22,Unknown,Female,2018/11/02 00:00:00+00,4TH PRECINCT PDU,Admin. Closure,Demeanor,Admin. Closure,Unknown,Unknown,11559
18-677,70131,2018/08/14 00:00:00+00,Telephone (or TDD),39,Other,Female,2018/11/15 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11560
18-677,70131,2018/08/14 00:00:00+00,Telephone (or TDD),39,Other,Female,2018/11/15 00:00:00+00,8TH PRECINCT,,Demeanor,Unfounded,Black,Male,11561
18-676,70130,2018/08/14 00:00:00+00,Online,33,Arabic,Male,2019/01/16 00:00:00+00,UNKNOWN COMMAND,,Property,No Charge,Unknown,Unknown,11562
18-676,70130,2018/08/14 00:00:00+00,Online,33,Arabic,Male,2019/01/16 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,11563
18-735,70192,2018/09/04 00:00:00+00,Walk In,67,Black,Female,2018/12/04 00:00:00+00,2ND PRECINCT,,Demeanor,Unfounded,White,Male,11564
18-734,70191,2018/09/04 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/12/04 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Service,No Charge,Unknown,Unknown,11565
18-734,70191,2018/09/04 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/12/04 00:00:00+00,12TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,11566
18-734,70191,2018/09/04 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/12/04 00:00:00+00,12TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,11567
18-734,70191,2018/09/04 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/12/04 00:00:00+00,12TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,11568
18-734,70191,2018/09/04 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/12/04 00:00:00+00,12TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Female,11569
18-733,70190,2018/09/04 00:00:00+00,Telephone (or TDD),32,White,Female,2018/09/25 00:00:00+00,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown,11570
18-733,70190,2018/09/04 00:00:00+00,Telephone (or TDD),32,White,Female,2018/09/25 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11571
18-733,70190,2018/09/04 00:00:00+00,Telephone (or TDD),32,White,Female,2018/09/25 00:00:00+00,COMMUNICATIONS OPERATIONS,,Demeanor,Sustained,Black,Female,11572
18-732,70189,2018/09/04 00:00:00+00,Online,0,White,Female,2018/11/30 00:00:00+00,UNKNOWN COMMAND,Admin.close/Inadequate Service,Service,No Charge,Unknown,Unknown,11573
18-732,70189,2018/09/04 00:00:00+00,Online,0,White,Female,2018/11/30 00:00:00+00,UNKNOWN COMMAND,Admin.close/Inadequate Service,Demeanor,No Charge,Unknown,Unknown,11574
18-732,70189,2018/09/04 00:00:00+00,Online,0,White,Female,2018/11/30 00:00:00+00,COMMUNICATIONS OPERATIONS,Admin.close/Inadequate Service,Service,Admin. Closure,Unknown,Unknown,11575
18-731,70188,2018/09/04 00:00:00+00,Telephone (or TDD),42,Black,Female,2018/12/05 00:00:00+00,UNKNOWN COMMAND,Admin.Close/Innocence of the Charge,Procedure,No Charge,Unknown,Unknown,11576
18-731,70188,2018/09/04 00:00:00+00,Telephone (or TDD),42,Black,Female,2018/12/05 00:00:00+00,7TH PRECINCT,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,White,Male,11577
18-731,70188,2018/09/04 00:00:00+00,Telephone (or TDD),42,Black,Female,2018/12/05 00:00:00+00,7TH PRECINCT,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,White,Male,11578
18-730,70187,2018/09/04 00:00:00+00,Online,0,Black,Male,2018/11/29 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Procedure,Sustained,Black,Male,11579
18-730,70187,2018/09/04 00:00:00+00,Online,0,Black,Male,2018/11/29 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Demeanor,Inconclusive,Black,Male,11580
18-730,70187,2018/09/04 00:00:00+00,Online,0,Black,Male,2018/11/29 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Demeanor,Inconclusive,White,Female,11581
18-743,70200,2018/09/05 00:00:00+00,Walk In,31,Black,Female,2018/12/04 00:00:00+00,12TH PRECINCT,,Procedure,No Charge,White,Male,11582
18-743,70200,2018/09/05 00:00:00+00,Walk In,31,Black,Female,2018/12/04 00:00:00+00,12TH PRECINCT,,Harassment,No Charge,White,Male,11583
18-743,70200,2018/09/05 00:00:00+00,Walk In,31,Black,Female,2018/12/04 00:00:00+00,12TH PRECINCT,,Demeanor,Unfounded,White,Male,11584
18-742,70199,2018/09/05 00:00:00+00,Telephone (or TDD),41,Black,Female,2018/12/10 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Service,No Charge,Black,Male,11585
18-742,70199,2018/09/05 00:00:00+00,Telephone (or TDD),41,Black,Female,2018/12/10 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Property,Exonerated,Black,Male,11586
18-742,70199,2018/09/05 00:00:00+00,Telephone (or TDD),41,Black,Female,2018/12/10 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Procedure,Sustained,Black,Male,11587
18-742,70199,2018/09/05 00:00:00+00,Telephone (or TDD),41,Black,Female,2018/12/10 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Procedure,Exonerated,Black,Male,11588
18-742,70199,2018/09/05 00:00:00+00,Telephone (or TDD),41,Black,Female,2018/12/10 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Demeanor,Exonerated,Black,Male,11589
18-741,70198,2018/09/05 00:00:00+00,Walk In,32,Black,Female,2018/09/06 00:00:00+00,2ND PRECINCT,Duplication,Service,Void,White,Male,11590
18-740,70197,2018/09/05 00:00:00+00,Telephone (or TDD),70,Unknown,Female,2018/11/29 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11591
18-740,70197,2018/09/05 00:00:00+00,Telephone (or TDD),70,Unknown,Female,2018/11/29 00:00:00+00,8TH PRECINCT,,Demeanor,Unfounded,Black,Male,11592
18-740,70197,2018/09/05 00:00:00+00,Telephone (or TDD),70,Unknown,Female,2018/11/29 00:00:00+00,8TH PRECINCT,,Demeanor,Sustained,Black,Male,11593
18-739,70196,2018/09/05 00:00:00+00,Online,49,Unknown,Female,2018/11/21 00:00:00+00,5TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,11594
18-739,70196,2018/09/05 00:00:00+00,Online,49,Unknown,Female,2018/11/21 00:00:00+00,5TH PRECINCT,Admin. Closure,Demeanor,Admin. Closure,White,Male,11595
18-738,70195,2018/09/05 00:00:00+00,Telephone (or TDD),46,Unknown,Female,2018/12/10 00:00:00+00,6TH PRECINCT PDU,,Procedure,No Charge,Black,Male,11596
18-738,70195,2018/09/05 00:00:00+00,Telephone (or TDD),46,Unknown,Female,2018/12/10 00:00:00+00,6TH PRECINCT PDU,,Procedure,No Charge,White,Male,11597
18-738,70195,2018/09/05 00:00:00+00,Telephone (or TDD),46,Unknown,Female,2018/12/10 00:00:00+00,6TH PRECINCT PDU,,Demeanor,Inconclusive,Black,Male,11598
18-738,70195,2018/09/05 00:00:00+00,Telephone (or TDD),46,Unknown,Female,2018/12/10 00:00:00+00,6TH PRECINCT PDU,,Demeanor,Inconclusive,White,Male,11599
18-738,70195,2018/09/05 00:00:00+00,Telephone (or TDD),46,Unknown,Female,2018/12/10 00:00:00+00,6TH PRECINCT PDU,,Demeanor,Inconclusive,White,Male,11600
18-775,70232,2018/09/17 00:00:00+00,Telephone (or TDD),70,Unknown,Female,2018/09/19 00:00:00+00,COMMUNICATIONS OPERATIONS,Admin.close/Inadequate Service,Service,Admin. Closure,Unknown,Unknown,11601
18-870,70328,2018/10/15 00:00:00+00,Walk In,40,Black,Female,2019/01/16 00:00:00+00,2ND PRECINCT,,Service,Unfounded,White,Male,11602
18-781,70238,2018/09/19 00:00:00+00,Telephone (or TDD),34,White,Female,2018/12/04 00:00:00+00,8TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Female,11603
18-774,70231,2018/09/17 00:00:00+00,Online,69,White,Male,2018/12/12 00:00:00+00,UNKNOWN COMMAND,,Property,No Charge,Unknown,Unknown,11604
18-774,70231,2018/09/17 00:00:00+00,Online,69,White,Male,2018/12/12 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,11605
18-774,70231,2018/09/17 00:00:00+00,Online,69,White,Male,2018/12/12 00:00:00+00,HARBORMASTER UNIT,,Procedure,Inconclusive,White,Male,11606
18-774,70231,2018/09/17 00:00:00+00,Online,69,White,Male,2018/12/12 00:00:00+00,HARBORMASTER UNIT,,Demeanor,Inconclusive,White,Male,11607
18-773,70230,2018/09/17 00:00:00+00,Telephone (or TDD),39,Black,Female,2018/12/17 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11608
18-773,70230,2018/09/17 00:00:00+00,Telephone (or TDD),39,Black,Female,2018/12/17 00:00:00+00,8TH PRECINCT,,Procedure,Unfounded,Black,Male,11609
18-773,70230,2018/09/17 00:00:00+00,Telephone (or TDD),39,Black,Female,2018/12/17 00:00:00+00,8TH PRECINCT,,Procedure,Sustained,Black,Female,11610
18-773,70230,2018/09/17 00:00:00+00,Telephone (or TDD),39,Black,Female,2018/12/17 00:00:00+00,8TH PRECINCT,,Demeanor,Unfounded,Black,Male,11611
18-773,70230,2018/09/17 00:00:00+00,Telephone (or TDD),39,Black,Female,2018/12/17 00:00:00+00,8TH PRECINCT,,Demeanor,Sustained,Black,Male,11612
18-772,70229,2018/09/17 00:00:00+00,Telephone (or TDD),31,Black,Female,2018/10/17 00:00:00+00,11TH PRECINCT PDU,,Service,Unfounded,White,Male,11613
18-772,70229,2018/09/17 00:00:00+00,Telephone (or TDD),31,Black,Female,2018/10/17 00:00:00+00,11TH PRECINCT PDU,,Service,Unfounded,Black,Male,11614
18-772,70229,2018/09/17 00:00:00+00,Telephone (or TDD),31,Black,Female,2018/10/17 00:00:00+00,11TH PRECINCT PDU,,Service,Unfounded,Hispanic,Female,11615
18-772,70229,2018/09/17 00:00:00+00,Telephone (or TDD),31,Black,Female,2018/10/17 00:00:00+00,11TH PRECINCT PDU,,Procedure,No Charge,Black,Male,11616
18-772,70229,2018/09/17 00:00:00+00,Telephone (or TDD),31,Black,Female,2018/10/17 00:00:00+00,11TH PRECINCT PDU,,Demeanor,Inconclusive,White,Male,11617
18-772,70229,2018/09/17 00:00:00+00,Telephone (or TDD),31,Black,Female,2018/10/17 00:00:00+00,11TH PRECINCT PDU,,Demeanor,Inconclusive,Black,Male,11618
18-772,70229,2018/09/17 00:00:00+00,Telephone (or TDD),31,Black,Female,2018/10/17 00:00:00+00,11TH PRECINCT PDU,,Demeanor,Inconclusive,Hispanic,Female,11619
18-771,70228,2018/09/17 00:00:00+00,Online,50,Black,Male,2018/12/13 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Sustained,Asian,Male,11620
18-770,70227,2018/09/17 00:00:00+00,Telephone (or TDD),51,Black,Male,2018/12/14 00:00:00+00,7TH PRECINCT,Admin. Closure,Service,No Charge,White,Male,11621
18-770,70227,2018/09/17 00:00:00+00,Telephone (or TDD),51,Black,Male,2018/12/14 00:00:00+00,7TH PRECINCT,Admin. Closure,Service,No Charge,Other,Female,11622
18-770,70227,2018/09/17 00:00:00+00,Telephone (or TDD),51,Black,Male,2018/12/14 00:00:00+00,7TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,11623
18-770,70227,2018/09/17 00:00:00+00,Telephone (or TDD),51,Black,Male,2018/12/14 00:00:00+00,7TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Other,Female,11624
18-769,70226,2018/09/17 00:00:00+00,Telephone (or TDD),36,Black,Male,2018/12/20 00:00:00+00,UNKNOWN COMMAND,,Search,No Charge,Unknown,Unknown,11625
18-769,70226,2018/09/17 00:00:00+00,Telephone (or TDD),36,Black,Male,2018/12/20 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,11626
18-769,70226,2018/09/17 00:00:00+00,Telephone (or TDD),36,Black,Male,2018/12/20 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Sustained,Black,Male,11627
18-769,70226,2018/09/17 00:00:00+00,Telephone (or TDD),36,Black,Male,2018/12/20 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Exonerated,Black,Male,11628
18-779,70236,2018/09/18 00:00:00+00,Telephone (or TDD),70,Other,Male,2018/12/18 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11629
18-779,70236,2018/09/18 00:00:00+00,Telephone (or TDD),70,Other,Male,2018/12/18 00:00:00+00,11TH PRECINCT,,Demeanor,Inconclusive,White,Male,11630
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,UNKNOWN COMMAND,,Search,Unfounded,Unknown,Unknown,11631
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11632
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,Black,Male,11633
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,Black,Male,11634
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,White,Male,11635
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Unfounded,Black,Male,11636
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Sustained,Black,Male,11637
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,Black,Male,11638
18-799,70256,2018/09/24 00:00:00+00,Walk In,54,Black,Male,2018/10/03 00:00:00+00,9TH PRECINCT,Transferred,Property,Admin. Closure,White,Male,11639
18-856,70314,2018/10/10 00:00:00+00,Telephone (or TDD),50,Black,Female,2019/01/09 00:00:00+00,6TH PRECINCT,,Demeanor,Inconclusive,White,Male,11640
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,Black,Male,11641
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,White,Male,11642
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Exonerated,Black,Male,11643
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Exonerated,Black,Male,11644
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Exonerated,White,Male,11645
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Force,Exonerated,Black,Male,11646
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Sustained,Black,Male,11647
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Sustained,Black,Male,11648
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Sustained,White,Male,11649
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Arrest,Exonerated,Black,Male,11650
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Arrest,Exonerated,Black,Male,11651
18-778,70235,2018/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Arrest,Exonerated,White,Male,11652
18-781,70238,2018/09/19 00:00:00+00,Telephone (or TDD),34,White,Female,2018/12/04 00:00:00+00,UNKNOWN COMMAND,Admin.close/Inadequate Service,Procedure,No Charge,Unknown,Unknown,11653
18-781,70238,2018/09/19 00:00:00+00,Telephone (or TDD),34,White,Female,2018/12/04 00:00:00+00,8TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,11654
18-840,70298,2018/10/05 00:00:00+00,Telephone (or TDD),29,Black,Male,2019/01/08 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,11655
