OBJECTID,TYPE,YEAR,DATE_,TIME,CCN,AGE,OFFENSE_DISTRICT,OFFENSE_PSA,OFFENSE_BLOCKX,OFFENSE_BLOCKY,DEFENDANT_PSA,DEFENDANT_DISTRICT,RACE,ETHNICITY,SEX,CATEGORY,DESCRIPTION,ADDRESS,ARREST_BLOCKX,ARREST_BLOCKY,DATETIME
9802,Possession with intent to distribute,2015,2015/11/02 05:00:00+00,12:30:09,b')\xbc\x08\x82auJ',29,4D,404,397000,141200,108,1D,B ,U ,M,Narcotics,Poss W/i To Dist A Controlled Substance,3800 BLOCK OF 14TH ST NW,397000,141200,2015/11/02 05:30:09+00
9803,Possession,2013,2013/04/28 04:00:00+00,03:03:00,b')\xaa\x02\x89Oh\x0e',28,3D,302,397200,140100,Out of State,Out of State,W ,N ,M,Narcotics,Ucsa Poss Marijuana,14TH ST NW / IRVING ST NW,397200,140100,2013/04/28 07:03:00+00
9804,Distribution,2013,2013/06/19 04:00:00+00,08:19:00,b')\xa0\xcd\r\x92\xa8\x90',21,5D,505,401200,139400,701,7D,B ,N ,M,Narcotics,Ucsa Dist Marijuana,2500 BLOCK OF 14TH ST NE,401200,139400,2013/06/20 00:19:00+00
9805,Distribution,2013,2013/06/19 04:00:00+00,08:19:00,b')\xa0\xcd\r\x92\xa8\x90',25,5D,505,401200,139400,505,5D,B ,U ,M,Narcotics,Ucsa Dist Marijuana,2500 BLOCK OF 14TH ST NE,401200,139400,2013/06/20 00:19:00+00
9806,Possession with intent to distribute,2012,2012/01/29 05:00:00+00,05:35:00,b')\x9f}\xfcL\x12\xab',20,3D,305,397400,138800,104,1D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,13TH ST NW / U ST NW,397400,138800,2012/01/29 10:35:00+00
9807,Possession with intent to distribute,2012,2012/12/05 05:00:00+00,01:11:00,b')\x9dj\xa9\xc1\xcf\xe4',20,7D,708,399500,128500,105,1D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,4600 BLOCK OF SOUTH CAPITOL ST SE,399800,128200,2012/12/05 06:11:00+00
9808,Distribution,2016,2016/09/14 04:00:00+00,04:05:44,b')\x95vQ\xa8\x89\x0c',24,3D,302,397200,140000,302,3D,U,N ,M,Narcotics,Distribution Of Marijuana-misd,3000 BLOCK OF 14TH STREET NW,397200,140000,2016/09/14 20:05:44+00
9809,Possession with intent to distribute,2012,2012/05/10 04:00:00+00,06:45:00,b')\x95\xc4~\x8b\xb8\x95',32,4D,402,397600,143900,207,2D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,6000 BLOCK OF GEORGIA AVE NW,397600,143900,2012/05/10 22:45:00+00
9810,Public consumption,2014,2014/11/04 05:00:00+00,07:15:00,b')\x90\xbb^\xc0L\x88',25,6D,604,406100,135400,604,6D,B ,U ,M,Narcotics,Public Consumption Of Marijuana,5000 BLOCK OF BASS PL SE,406100,135400,2014/11/05 00:15:00+00
9811,Possession,2013,2013/05/17 04:00:00+00,05:47:00,b')\x88W\x11\xd9\x1a\xfe',22,6D,604,406500,135300,604,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,5300 BLOCK OF BASS PL SE,406500,135300,2013/05/17 21:47:00+00
9812,Possession,2014,2014/03/14 04:00:00+00,08:00:00,b')\x84\xc6\xdbG\x81\xe5',24,2D,206,393900,137300,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3500 BLOCK OF WATER ST NW,393900,137300,2014/03/15 00:00:00+00
9813,Distribution,2013,2013/11/07 05:00:00+00,06:22:00,b')\x83a)\xa6Ir',21,7D,705,400200,130200,605,6D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,3500 BLOCK OF 6TH ST SE,400200,130200,2013/11/07 23:22:00+00
9814,Possession with intent to distribute,2012,2012/08/02 04:00:00+00,04:45:00,b')\x82\xb8q\xdef\xc6',24,7D,705,401100,130500,604,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,CONGRESS ST SE,,,2012/08/02 20:45:00+00
9815,Possession,2014,2014/05/16 04:00:00+00,06:27:00,"b')\x1e\xd4\x14\xd2\xf1""'",23,7D,706,400200,128900,706,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4200 BLOCK OF 6TH ST SE,400200,128900,2014/05/16 22:27:00+00
9816,Possession,2014,2014/07/11 04:00:00+00,01:10:00,b')\x1b\x95\xaa3\xf4\xe9',26,7D,703,400400,132400,708,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2500 BLOCK OF STANTON RD SE,400400,132400,2014/07/11 05:10:00+00
9817,Possession,2012,2012/01/06 05:00:00+00,05:50:00,b')\x15\x1f\xf3\x95\x80Q',20,7D,707,399500,129900,602,6D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,3700 BLOCK OF FIRST ST SE,399500,129900,2012/01/06 22:50:00+00
9818,Possession with intent to distribute,2012,2012/01/06 05:00:00+00,05:50:00,b')\x15\x1f\xf3\x95\x80Q',28,7D,707,399500,129900,707,7D,B ,U ,F,Narcotics,Ucsa Pwid Marijuana,3700 BLOCK OF FIRST ST SE,399500,129900,2012/01/06 22:50:00+00
9819,Possession with intent to distribute,2012,2012/12/08 05:00:00+00,12:39:00,b')\x0f\x0b`\xb1J\xe8',28,3D,301,397100,138800,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1400 BLOCK OF U ST NW,397100,138800,2012/12/08 05:39:00+00
9820,Possession with intent to distribute,2012,2012/12/08 05:00:00+00,12:39:00,b')\x0f\x0b`\xb1J\xe8',28,3D,301,397100,138800,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1400 BLOCK OF U ST NW,397100,138800,2012/12/08 05:39:00+00
9821,Possession with intent to distribute,2012,2012/12/08 05:00:00+00,12:39:00,b')\x0f\x0b`\xb1J\xe8',29,3D,301,397100,138800,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1400 BLOCK OF U ST NW,397100,138800,2012/12/08 05:39:00+00
9822,Possession with intent to distribute,2012,2012/12/08 05:00:00+00,12:39:00,b')\x0f\x0b`\xb1J\xe8',29,3D,301,397100,138800,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1400 BLOCK OF U ST NW,397100,138800,2012/12/08 05:39:00+00
9823,Possession with intent to distribute,2012,2012/12/08 05:00:00+00,12:39:00,b')\x0f\x0b`\xb1J\xe8',32,3D,301,397100,138800,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1400 BLOCK OF U ST NW,397100,138800,2012/12/08 05:39:00+00
9824,Possession,2012,2012/06/12 04:00:00+00,05:30:00,b')\x0e3+\xe1\xe2\xe5',18,6D,603,403900,135900,603,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,200 BLOCK OF 35TH ST NE,404100,136100,2012/06/12 21:30:00+00
9825,Public consumption,2015,2015/12/02 05:00:00+00,07:50:39,b')\x08\x11\x82\x19\xa1e',20,5D,505,401200,139300,505,5D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2400 BLOCK OF 14TH STREET NE,401200,139300,2015/12/03 00:50:39+00
9826,Possession,2013,2013/01/07 05:00:00+00,02:11:00,b')\x03\xbf\x87\x90\xcc\x86',33,3D,303,396000,139500,303,3D,W ,N ,M,Narcotics,Ucsa Poss Marijuana,1900 BLOCK OF CALVERT ST NW,396000,139500,2013/01/07 07:11:00+00
9827,Possession,2013,2013/05/11 04:00:00+00,07:41:00,"b'),>\xd0\xdc\x809'",49,5D,505,401200,139400,404,4D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,2500 BLOCK OF 14TH ST NE,401200,139400,2013/05/11 23:41:00+00
9828,Possession,2012,2012/07/24 04:00:00+00,03:29:00,b'(y\x19Q\xa2E\xf3',37,4D,407,398900,142700,705,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,5000 BLOCK OF NEW HAMPSHIRE AVE NW,398900,142700,2012/07/24 19:29:00+00
9829,Possession,2012,2012/10/25 04:00:00+00,10:08:00,b'(xh\xb60\xdd\x9b',25,7D,707,399500,131000,703,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,200 BLOCK OF ORANGE ST SE,399500,131000,2012/10/26 02:08:00+00
9830,Possession with intent to distribute,2012,2012/06/07 04:00:00+00,06:20:00,b'(T\xf7\x96N1\xd3',22,4D,402,397500,143700,302,3D,U,H ,M,Narcotics,Ucsa Pwid Marijuana,5900 BLOCK OF GEORGIA AVE NW,397500,143700,2012/06/07 22:20:00+00
9831,Possession with intent to distribute,2012,2012/06/07 04:00:00+00,06:20:00,b'(T\xf7\x96N1\xd3',22,4D,402,397500,143700,402,4D,U,H ,M,Narcotics,Ucsa Pwid Marijuana,5900 BLOCK OF GEORGIA AVE NW,397500,143700,2012/06/07 22:20:00+00
9832,Possession,2012,2012/07/27 04:00:00+00,09:57:00,b'(r\x06\xcd\x90\x0b\x7f',23,5D,507,402700,136700,501,5D,U,N ,M,Narcotics,Ucsa Poss Marijuana,2400 BLOCK OF BENNING RD NE,402700,136700,2012/07/28 01:57:00+00
9833,Possession with intent to distribute,2017,2017/04/26 04:00:00+00,09:15:36,"b'(q\x1e\xe9\x05\xd6,'",20,4D,404,397800,141200,407,4D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,5000 BLOCK OF ILLINOIS AVENUE NW,397900,142600,2017/04/27 01:15:36+00
9834,Possession,2012,2012/09/22 04:00:00+00,08:14:00,b'(P\xbd\x8cW\x06G',Unk,5D,503,401800,139900,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2900 BLOCK OF 18TH ST NE,396400,139800,2012/09/23 00:14:00+00
9835,Possession,2013,2013/03/21 04:00:00+00,10:15:00,b'(i+\xc72[\x1c',27,7D,707,398800,129900,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Poss Marijuana,200 BLOCK OF BROOKLEY AVE SW,398800,129900,2013/03/21 14:15:00+00
9836,Possession with intent to distribute,2013,2013/02/01 05:00:00+00,10:50:00,b'(h\x13\xf6\x15g\xac',39,4D,409,397100,140700,302,3D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,3500 BLOCK OF 14TH ST NW,397100,140700,2013/02/02 03:50:00+00
9837,Possession,2013,2013/03/22 04:00:00+00,10:30:00,b'(F\xfc\\t\x9c\xcc',23,3D,301,396800,138800,405,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1600 BLOCK OF U ST.,396800,138800,2013/03/23 02:30:00+00
9838,Possession,2012,2012/09/27 04:00:00+00,04:29:00,b'(e\xd9\x81T\xe2\xa0',22,3D,307,397700,138400,502,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1000 BLOCK OF S ST NW,397700,138400,2012/09/27 20:29:00+00
9839,Possession with intent to distribute,2012,2012/01/14 05:00:00+00,02:25:00,b'(5\x04\x9bF\x85\xaf',21,6D,601,404300,137400,602,6D,B ,N ,F,Narcotics,Ucsa Pwid Marijuana,3600 BLOCK OF JAY ST NE,404300,137400,2012/01/14 19:25:00+00
9840,Possession with intent to distribute,2012,2012/01/14 05:00:00+00,02:25:00,b'(5\x04\x9bF\x85\xaf',24,6D,601,404300,137400,601,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3600 BLOCK OF JAY ST NE,404300,137400,2012/01/14 19:25:00+00
9841,Possession,2013,2013/09/06 04:00:00+00,07:56:00,"b'(3;M\xb0\xf5x'",30,5D,507,401800,136800,408,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF BENNING RD NE,401800,136800,2013/09/06 23:56:00+00
9842,Possession with intent to distribute,2013,2013/07/29 04:00:00+00,07:58:00,"b'(2\xb2\xc5,\xffM'",34,7D,703,400300,132300,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2600 BLOCK OF BIRNEY PL SE,400300,132300,2013/07/29 23:58:00+00
9843,Possession,2013,2013/01/03 05:00:00+00,09:02:00,b'(1-\xc7\xb2\x89\xe1',52,4D,402,397900,143700,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,5800 BLOCK OF 8TH ST NW,397900,143700,2013/01/04 02:02:00+00
9844,Possession,2012,2012/08/10 04:00:00+00,07:01:00,b'(1\x83\x82\x94\xba#',25,7D,708,399900,129200,708,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4000 BLOCK OF 3RD ST SE,399900,129200,2012/08/10 23:01:00+00
9845,Possession,2012,2012/08/10 04:00:00+00,07:01:00,b'(1\x83\x82\x94\xba#',34,7D,708,399900,129200,607,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4000 BLOCK OF 3RD ST SE,399900,129200,2012/08/10 23:01:00+00
9846,Possession with intent to distribute,2014,2014/03/14 04:00:00+00,04:47:00,b'(\xeb\xc1\x82\nPp',21,2D,203,394700,141700,203,2D,W ,N ,M,Narcotics,Ucsa Pwid Marijuana,2900 BLOCK OF VAN NESS ST NW,394700,141700,2014/03/14 20:47:00+00
9847,Possession,2014,2014/05/18 04:00:00+00,05:00:00,b'(\xcf\xc1u\xec\x98\x93',25,6D,605,403000,134300,702,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2900 BLOCK OF M ST SE,403000,134300,2014/05/18 21:00:00+00
9848,Possession,2013,2013/06/29 04:00:00+00,01:06:00,b'(\xc4\x04%\xfdr-',42,1D,105,398200,134000,Out of State,Out of State,A ,U ,M,Narcotics,Ucsa Poss Marijuana,500 BLOCK OF WATER ST SW,398200,134000,2013/06/29 05:06:00+00
9849,Possession,2013,2013/05/31 04:00:00+00,08:17:00,b'(\xc2gm\xd6C\xd4',27,7D,704,402200,131300,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Poss Marijuana,2100 BLOCK OF SAVANNAH TER SE,402200,131300,2013/06/01 00:17:00+00
9850,Public consumption,2016,2016/11/17 05:00:00+00,06:30:37,b'(\xbf\\\x8f\xfeU\x80',40,3D,306,398500,138900,306,3D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",300 BLOCK OF V STREET NW,398500,138900,2016/11/17 23:30:37+00
9851,Public consumption,2015,2015/09/16 04:00:00+00,07:25:14,b'(\xb6l\xeb\x1fa4',21,4D,403,397800,143000,403,4D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",800 BLOCK OF JEFFERSON ST NW,397900,143000,2015/09/16 23:25:14+00
9852,Possession with intent to distribute,2012,2012/11/01 04:00:00+00,12:50:00,b'(\xad\xee\xe6\xb0GI',40,3D,304,398000,139800,302,3D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,700 BLOCK OF GIRARD ST NW,398000,139800,2012/11/01 04:50:00+00
9853,Possession with intent to distribute,2012,2012/08/01 04:00:00+00,05:11:00,b'(\xa6R\xadQ=\xc9',31,6D,607,402700,133700,605,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1500 BLOCK OF 27TH ST SE,402700,133700,2012/08/01 09:11:00+00
9854,Distribution,2016,2016/11/18 05:00:00+00,04:57:24,b'(\xa1\xb6\xa0J\xf6\xa5',50,7D,704,401900,130700,702,7D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1700 BLOCK OF TRENTON PLACE SE,401900,130800,2016/11/18 21:57:24+00
9855,Distribution,2016,2016/11/18 05:00:00+00,05:03:25,b'(\xa1\xb6\xa0J\xf6\xa5',21,7D,704,401900,130700,704,7D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1700 BLOCK OF TRENTON PLACE SE,401900,130800,2016/11/18 22:03:25+00
9856,Distribution,2016,2016/11/18 05:00:00+00,05:04:11,b'(\xa1\xb6\xa0J\xf6\xa5',26,7D,704,401900,130700,704,7D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1700 BLOCK OF TRENTON PLACE SE,401900,130800,2016/11/18 22:04:11+00
9857,Distribution,2014,2014/08/12 04:00:00+00,06:45:00,b'(\x9b\xd2\x08\xde\xdc\x91',50,6D,604,405600,134900,604,6D,B ,U ,M,Narcotics,Ucsa Distributing Marijuana,600 BLOCK OF 46TH PL SE,405600,134900,2014/08/12 22:45:00+00
9858,Possession,2012,2012/11/07 05:00:00+00,08:39:00,b'(\x99u\xc0\xd6\xa8p',30,1D,105,398900,133700,703,7D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1500 BLOCK OF 2ND ST SW,398900,133700,2012/11/08 01:39:00+00
9859,Possession,2014,2014/01/14 05:00:00+00,09:03:00,b'(\x8f\xb0\xacK\xa1\x90',28,3D,301,397000,139000,307,3D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,15TH ST NW / W ST NW,397000,139000,2014/01/15 02:03:00+00
9860,Possession,2014,2014/05/09 04:00:00+00,09:00:00,b'(\x88\xa0\xc78\x12G',18,7D,706,400500,129000,706,7D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,800 BLOCK OF CHESAPEAKE ST SE,400500,129000,2014/05/10 01:00:00+00
9861,Distribution,2016,2016/06/18 04:00:00+00,12:29:14,b'(\x84b\xc5\xfaF\x89',53,3D,302,397200,140000,302,3D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,3000 BLOCK OF 14TH STREET NW,397200,140000,2016/06/18 16:29:14+00
9862,Possession with intent to distribute,2017,2017/03/18 04:00:00+00,10:04:48,b'(\x81\x03\x17cGY',22,5D,504,401300,139700,505,5D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,1400 BLOCK OF RHODE ISLAND AVENUE NE,401300,139700,2017/03/18 14:04:48+00
9863,Possession,2013,2013/07/02 04:00:00+00,03:45:00,b'(\x17\xf4K\xf4B\x80',50,6D,602,404900,137200,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1100 BLOCK OF KENILWORTH AVE NE,405300,137500,2013/07/02 19:45:00+00
9864,Possession,2012,2012/07/13 04:00:00+00,08:20:00,b'(\x13\x9e\xaaCd\xf4',32,6D,602,405300,136900,705,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,4300 BLOCK OF HUNT PL NE,405300,136900,2012/07/14 00:20:00+00
9865,Possession,2014,2014/05/07 04:00:00+00,06:29:00,b'(#P\xf2\xf6\xb7\xa3',19,3D,302,398200,140000,602,6D,U,H ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF COLUMBIA RD NW,398200,140000,2014/05/07 22:29:00+00
9866,Possession,2014,2014/05/07 04:00:00+00,06:29:00,b'(#P\xf2\xf6\xb7\xa3',20,3D,302,398200,140000,404,4D,U,H ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF COLUMBIA RD NW,398200,140000,2014/05/07 22:29:00+00
9867,Possession,2013,2013/01/12 05:00:00+00,08:12:00,"b'(""*\x08\r\x93\xbf'",23,1D,104,400800,137000,,,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1100 BLOCK OF H ST NE,400800,137000,2013/01/13 01:12:00+00
9868,Possession with intent to distribute,2012,2012/03/07 05:00:00+00,07:05:00,b'(!\xf9s\x00y\xc6',19,7D,707,399800,129800,707,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3700 BLOCK OF 2ND ST SE,399800,130000,2012/03/08 00:05:00+00
9869,Possession with intent to distribute,2012,2012/03/07 05:00:00+00,07:05:00,b'(!\xf9s\x00y\xc6',19,7D,707,399800,129800,707,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2ND ST SE,,,2012/03/08 00:05:00+00
9870,Possession with intent to distribute,2013,2013/03/09 05:00:00+00,07:54:00,b'&W7^E`\xf9',35,5D,507,402200,137200,308,3D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,900 BLOCK OF 21ST ST NE,402200,137200,2013/03/10 00:54:00+00
9871,Possession,2013,2013/11/15 05:00:00+00,05:11:00,"b'&W,\xfd\xf6\x1d\xd6'",39,4D,403,397800,143200,403,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,9TH ST NW / KENNEDY ST NW,397800,143200,2013/11/15 22:11:00+00
9872,Distribution,2016,2016/03/26 04:00:00+00,06:30:52,b'&p\x1a\x07\xce&\xb9',35,3D,308,398100,138100,507,5D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1400 BLOCK OF 7TH STREET NW,398100,137900,2016/03/26 22:30:52+00
9873,Possession,2014,2014/01/25 05:00:00+00,08:10:00,b'&NY[\xaa\xa9k',31,1D,103,399400,136900,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,100 BLOCK OF H ST NE,399600,134800,2014/01/26 01:10:00+00
9874,Possession,2012,2012/03/21 04:00:00+00,06:20:00,b'&H\x1a\xf4\x87\x86k',20,7D,706,400800,129300,706,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,BARNABY ST SE,400600,129200,2012/03/21 22:20:00+00
9875,Public consumption,2017,2017/07/07 04:00:00+00,08:00:36,b'&7\xc4\x8dZX\x04',26,1D,108,401700,135600,108,1D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1700 BLOCK OF A ST SE,401700,135600,2017/07/08 00:00:36+00
9876,Distribution,2017,2017/11/01 04:00:00+00,04:39:01,b'&7\x7f\x1bC\xe6\x80',19,7D,702,402500,131800,608,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,3000 BLOCK OF 24TH PLACE SE,402500,131800,2017/11/01 20:39:01+00
9877,Possession with intent to distribute,2012,2012/09/12 04:00:00+00,07:26:00,b'&4D\xe9\x03\x81=',22,1D,108,401600,135300,603,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1600 BLOCK OF C ST NE,401600,136200,2012/09/12 23:26:00+00
9878,Possession,2014,2014/05/20 04:00:00+00,11:30:00,"b'&\xe8\xc2!""\x7f~'",35,3D,308,398500,138300,409,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,NEW JERSEY AVE NW / R ST NW,398500,138300,2014/05/21 03:30:00+00
9879,Possession,2014,2014/02/08 05:00:00+00,08:00:00,"b'&\xe1\x99""\xcd2\xb0'",21,2D,207,397400,137300,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,13TH ST NW / L ST NW,397400,137300,2014/02/09 01:00:00+00
9880,Possession,2012,2012/02/04 05:00:00+00,03:00:00,b'&\xd8\x04\xef\x1b\x06\x1c',28,6D,604,406100,135600,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5000 BLOCK OF AYERS PL SE,406100,135600,2012/02/04 20:00:00+00
9881,Possession,2012,2012/02/04 05:00:00+00,03:00:00,b'&\xd8\x04\xef\x1b\x06\x1c',39,6D,604,406100,135600,608,6D,B ,U ,F,Narcotics,Ucsa Possession Marijuana,5000 BLOCK OF AYERS PL SE,406100,135600,2012/02/04 20:00:00+00
9882,Possession,2012,2012/11/21 05:00:00+00,03:43:00,b'&\xc2\x08\xe5U\t\x93',35,6D,605,402800,133900,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2800 BLOCK OF O ST SE,402800,133900,2012/11/21 20:43:00+00
9883,Possession,2014,2014/05/11 04:00:00+00,01:04:00,b'&\xb85\xea\xf6-L',23,3D,304,397900,139200,305,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF 9TH ST NW,397900,139200,2014/05/11 05:04:00+00
9884,Possession,2013,2013/05/26 04:00:00+00,10:30:00,b'&\xb2$z\xe2`\x9f',27,3D,302,398000,140000,704,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,700 BLOCK OF HOBART PL NW,398000,140000,2013/05/27 02:30:00+00
9885,Possession,2013,2013/03/01 05:00:00+00,09:25:00,b'&\xac\xd3\xd2\xeb\x8b\xde',25,4D,404,397400,142600,501,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1300 BLOCK OF GALLATIN ST NW,397400,142600,2013/03/02 02:25:00+00
9886,Possession with intent to distribute,2013,2013/05/01 04:00:00+00,11:50:00,b'&\x98\t\x1a3\x08\x08',27,5D,506,401500,137000,104,1D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,800 BLOCK OF BLADENSBURG RD NE,401400,136900,2013/05/02 03:50:00+00
9887,Possession with intent to distribute,2012,2012/03/14 04:00:00+00,08:05:00,b'&\x88\xb9J\x9d\n\xcd',49,3D,305,397600,139000,101,1D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1100 BLOCK OF W ST NW,397600,139000,2012/03/15 00:05:00+00
9888,Possession with intent to distribute,2013,2013/05/17 04:00:00+00,03:26:00,b'&\x08\xa5\x9fO\xd6\x89',22,5D,502,400000,139500,505,5D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,4TH ST NE / EDGEWOOD ST NE,400000,139500,2013/05/17 19:26:00+00
9889,Possession,2013,2013/05/25 04:00:00+00,01:19:00,b'&\x08\x99U(\xf2w',27,4D,402,396800,144200,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,6200 BLOCK OF 16TH ST NW,396800,144200,2013/05/25 05:19:00+00
9890,Possession,2014,2014/05/17 04:00:00+00,06:41:00,b'&\x05\xa26\xdaO=',24,1D,102,398300,136700,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,700 BLOCK OF 5TH ST NW,398300,136700,2014/05/17 22:41:00+00
9891,Possession with intent to distribute,2012,2012/05/17 04:00:00+00,03:25:00,b'&\x02\x84\xe48 \xde',23,5D,506,401100,137800,506,5D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1100 BLOCK OF HOLBROOK TER NE,401100,137800,2012/05/17 19:25:00+00
9892,Possession,2014,2014/05/16 04:00:00+00,06:41:00,b'%n\xf8\x1b\x06\x8e\x7f',27,6D,604,406400,135000,506,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,5300 BLOCK OF D ST SE,406400,135000,2014/05/16 22:41:00+00
9893,Possession,2014,2014/05/01 04:00:00+00,07:35:00,b'%Ma\x1b\xc9\x11\xa4',23,3D,302,398300,140300,302,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,500 BLOCK OF KENYON ST NW,398300,140300,2014/05/01 23:35:00+00
9894,Possession,2012,2012/08/18 04:00:00+00,06:11:00,b'%h \xf9\x14\xe3\xe1',53,1D,104,400600,137100,104,1D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,900 BLOCK OF 10TH ST NE,400600,137100,2012/08/18 22:11:00+00
9895,Possession,2014,2014/05/07 04:00:00+00,11:15:00,b'-%Gl\xffd#',31,5D,506,401100,138200,607,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1000 BLOCK OF MOUNT OLIVET RD NE,401100,138200,2014/05/08 03:15:00+00
9896,Possession,2014,2014/05/16 04:00:00+00,06:45:00,b'%f\xc3\x15\xedl\xbb',23,7D,703,400600,132300,704,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2600 BLOCK OF STANTON RD SE,400600,132300,2014/05/16 22:45:00+00
9897,Public consumption,2017,2017/03/25 04:00:00+00,02:42:09,b'%e\xdaF\x05\xa2@',23,2D,203,395000,140700,409,4D,W ,H ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3300 BLOCK OF CONNECTICUT AVENUE NW,395000,140700,2017/03/25 18:42:09+00
9898,Possession,2013,2013/07/18 04:00:00+00,11:24:00,b'%9\x8a\xbe\xa9)\xa5',29,6D,606,402800,132400,702,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2800 BLOCK OF ALABAMA AVE SE,402800,132400,2013/07/19 03:24:00+00
